,name,sid,race,college,psat,gpa,honors,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9
2985,Tom Brock,2986,latino,Cappybara Community College,79.0,1.6393940493715196,10,,,,,,,,,,
2986,Sam Adhikari,2987,aa,Cappybara Community College,105.0,1.0792959598253855,10,,,,,,,,,,
2987,Matt Gee,2988,white,Institute of Banana Harvesting,224.0,2.9563328713064556,3,,,,,,,,,,
2988,Jonathan Ashktorab,2989,latino,Whale University,156.0,1.884518954442624,5,,,,,,,,,,
2989,Nathan Lin,2990,other,Cappybara Community College,121.0,1.386075116859215,7,,,,,,,,,,
2990,Rayid McFowland,2991,white,Cranberry Lemon University,240,3.6181913906374628,1,,,,,,,,,,
2991,Chris Bashyakarla,2992,latino,Cappybara Community College,82.0,1.8446359739743605,4,,,,,,,,,,
2992,Nihar Lin,2993,white,Aardvark University,116.0,1.913994428701692,4,,,,,,,,,,
2993,Juan-Pablo Leiby,2994,white,Starfish University,183.0,2.7821099606147293,3,,,,,,,,,,
2994,Michelangelo Meinshausen,2995,latino,Institute of Banana Harvesting,60,1.0181758383100186,6,,,,,,,,,,
2995,Jonathan Velez,2996,other,Starfish University,206.0,3.519241499793217,6,,,,,,,,,,
2996,Zahra Shah,2997,latino,Cranberry Lemon University,240,3.993288091420413,0,,,,,,,,,,
2997,Allen Ghani,2998,other,Cappybara Community College,78.0,1.8919514875227987,2,,,,,,,,,,
2998,Sophia Brock,2999,white,Mount Yo-yo College,60,1.035349023992885,7,,,,,,,,,,
2999,Paul Brock,3000,aa,Cranberry Lemon University,227.0,3.739942368274467,4,,,,,,,,,,
3000,Kayla Alice,3001,latino,Aardvark University,103.0,2.219953517074849,0,,,,,,,,,,
3001,Elena Leiby,3002,aa,Institute of Banana Harvesting,60,1.0888061579385653,9,,,,,,,,,,
3002,Paul Alice,3003,other,Whale University,174.0,3.075935391973807,10,,,,,,,,,,
3003,Elena Alice,3004,white,Cappybara Community College,141.0,1.621145770672205,7,,,,,,,,,,
3004,Allen Alice,3005,aa,Mount Yo-yo College,112.0,1.4274435428741825,10,,,,,,,,,,
3005,Edward Vohra,3006,other,Mount Yo-yo College,84.0,1.2073120260028984,5,,,,,,,,,,
3006,Juan-Pablo Lin,3007,latino,Cranberry Lemon University,232.0,3.9330865753381135,2,,,,,,,,,,
3007,Kayla Brock,3008,latino,Whale University,177.0,3.5813394406588546,5,,,,,,,,,,
3008,Michelangelo Mader,3009,latino,Cranberry Lemon University,240,3.522532601749237,7,,,,,,,,,,
3009,Juan-Pablo Eneva,3010,latino,Starfish University,190.0,3.505218348804103,4,,,,,,,,,,
3010,Andrea Brown,3011,aa,Mount Yo-yo College,68.0,1.726003474961714,5,,,,,,,,,,
3011,Chris Vohra,3012,other,Aardvark University,136.0,2.0667051778470515,1,,,,,,,,,,
3012,Rayid Bashyakarla,3013,aa,Cranberry Lemon University,206.0,3.8712863969143902,4,,,,,,,,,,
3013,Sam Ashktorab,3014,latino,Cranberry Lemon University,215.0,3.502812336786059,2,,,,,,,,,,
3014,John Brown,3015,aa,Starfish University,212.0,3.589944263236621,6,,,,,,,,,,
3015,Elena Ghani,3016,other,Aardvark University,104.0,1.633214273776722,6,,,,,,,,,,
3016,Nihar Vohra,3017,other,Whale University,130.0,2.1821133796970864,1,,,,,,,,,,
3017,Jonathan Plagge,3018,white,Institute of Banana Harvesting,63.0,1.2491796449230983,8,,,,,,,,,,
3018,Nathan McFowland,3019,white,Mount Yo-yo College,82.0,1.8791289507806614,8,,,,,,,,,,
3019,Tom Rowe,3020,white,Whale University,177.0,2.2064111085135503,9,,,,,,,,,,
3020,Juan-Pablo Brown,3021,white,Aardvark University,149.0,1.7201208252065758,2,,,,,,,,,,
3021,Nathan Gee,3022,white,Cappybara Community College,60,1.2111543735953418,4,,,,,,,,,,
3022,Elena Plagge,3023,aa,Aardvark University,129.0,1.9903665748972643,5,,,,,,,,,,
3023,Varoon Ghani,3024,white,Aardvark University,72.0,1.9093465982204485,4,,,,,,,,,,
3024,Zahra Brown,3025,other,Aardvark University,129.0,2.2845939729440725,4,,,,,,,,,,
3025,Allen Eneva,3026,white,Mount Yo-yo College,121.0,2.3339112503038884,6,,,,,,,,,,
3026,Nick Ghani,3027,aa,Mount Yo-yo College,125.0,1.6918510611914193,1,,,,,,,,,,
3027,Sophia Auerbach,3028,other,Starfish University,240,3.8117943675012564,0,,,,,,,,,,
3028,Jonathan D'Agnostino,3029,white,Whale University,210.0,3.2004347841278284,6,,,,,,,,,,
3029,Varoon Brown,3030,other,Aardvark University,103.0,1.7645852635999426,6,,,,,,,,,,
3030,Elena Ghani,3031,latino,Aardvark University,181.0,3.649013607238495,4,,,,,,,,,,
3031,Sam Auerbach,3032,other,Aardvark University,117.0,1.6731844926114374,3,,,,,,,,,,
3032,Zahra Mader,3033,latino,Aardvark University,80.0,1.4855106264130642,4,,,,,,,,,,
3033,Rayid Vohra,3034,aa,Cappybara Community College,91.0,1.2268471322082593,9,,,,,,,,,,
3034,John Ghani,3035,other,Institute of Banana Harvesting,60,1.0357663900470813,5,,,,,,,,,,
3035,Varoon Auerbach,3036,aa,Institute of Banana Harvesting,66.0,1.2547485923748654,7,,,,,,,,,,
3036,Edward Ashktorab,3037,other,Starfish University,197.0,3.0899334176033197,3,,,,,,,,,,
3037,Elena Ghani,3038,other,Cappybara Community College,108.0,2.549330031966937,0,,,,,,,,,,
3038,Edward Ghani,3039,other,Mount Yo-yo College,116.0,2.049800033700629,1,,,,,,,,,,
3039,Sophia Leiby,3040,white,Aardvark University,142.0,1.70604732901841,6,,,,,,,,,,
3040,Rayid Leiby,3041,latino,Mount Yo-yo College,110.0,1.0548291219440495,3,,,,,,,,,,
3041,Vidhur Velez,3042,white,Cranberry Lemon University,184.0,3.6532506710129704,10,,,,,,,,,,
3042,John Eneva,3043,latino,Mount Yo-yo College,78.0,1.818146228881127,5,,,,,,,,,,
3043,Varoon Shah,3044,other,Whale University,199.0,2.807905472991238,0,,,,,,,,,,
3044,Zahra Shah,3045,other,Aardvark University,111.0,1.2654953973781002,3,,,,,,,,,,
3045,Sam Su,3046,other,Cappybara Community College,126.0,1.5753975979714632,8,,,,,,,,,,
3046,Matt Jacobs,3047,white,Cranberry Lemon University,229.0,3.9472434309076934,10,,,,,,,,,,
3047,Juan-Pablo Ghani,3048,other,Aardvark University,160.0,2.4270916362819666,3,,,,,,,,,,
3048,Chris Plagge,3049,latino,Institute of Banana Harvesting,101.0,1.4442658684150058,3,,,,,,,,,,
3049,Sophia Alice,3050,aa,Whale University,150.0,1.9307552889058708,4,,,,,,,,,,
3050,Jonathan Lin,3051,other,Whale University,192.0,3.030319576386779,3,,,,,,,,,,
3051,Tom Ashktorab,3052,latino,Whale University,122.0,1.5877193830835654,1,,,,,,,,,,
3052,Nick Mader,3053,other,Mount Yo-yo College,91.0,2.2140303221418662,3,,,,,,,,,,
3053,Michelangelo Shah,3054,white,Cappybara Community College,145.0,1.9241966330857565,3,,,,,,,,,,
3054,Edward Meinshausen,3055,latino,Starfish University,240,3.465227914295528,10,,,,,,,,,,
3055,Edward Mader,3056,latino,Starfish University,189.0,3.071285705007507,7,,,,,,,,,,
3056,Paul Leiby,3057,other,Aardvark University,189.0,2.5462124812279665,9,,,,,,,,,,
3057,John Brown,3058,white,Cranberry Lemon University,202.0,3.728735185727394,6,,,,,,,,,,
3058,Allen Velez,3059,latino,Starfish University,173.0,2.978175787050281,8,,,,,,,,,,
3059,Varoon Rowe,3060,white,Cappybara Community College,120.0,2.1680493487656047,1,,,,,,,,,,
3060,Nathan Leiby,3061,aa,Cranberry Lemon University,239.0,3.2929697775855606,3,,,,,,,,,,
3061,Vidhur D'Agnostino,3062,latino,Whale University,202.0,2.9258597372849335,4,,,,,,,,,,
3062,Andrea McFowland,3063,white,Whale University,187.0,3.3443052044366484,10,,,,,,,,,,
3063,Nihar Eneva,3064,other,Cranberry Lemon University,220.0,3.8691892973878907,8,,,,,,,,,,
3064,Rayid Leiby,3065,white,Starfish University,210.0,3.315425298090935,10,,,,,,,,,,
3065,Edward McFowland,3066,aa,Cranberry Lemon University,229.0,3.33334284958983,1,,,,,,,,,,
3066,Rayid Shah,3067,aa,Aardvark University,177.0,3.238444985088948,7,,,,,,,,,,
3067,Tom Velez,3068,other,Mount Yo-yo College,108.0,1.7525173464266628,6,,,,,,,,,,
3068,Matt Su,3069,aa,Cranberry Lemon University,207.0,3.627056937227791,8,,,,,,,,,,
3069,Nihar Su,3070,white,Whale University,176.0,3.0633484715306762,7,,,,,,,,,,
3070,Edward Brown,3071,aa,Starfish University,169.0,3.6473034187057127,2,,,,,,,,,,
3071,Kayla Mader,3072,other,Mount Yo-yo College,82.0,1.8325060483679332,3,,,,,,,,,,
3072,Edward Auerbach,3073,white,Starfish University,181.0,3.1377107293505517,7,,,,,,,,,,
3073,Vidhur Velez,3074,white,Mount Yo-yo College,99.0,1.0423900909803088,3,,,,,,,,,,
3074,Zahra Alice,3075,white,Whale University,176.0,2.769042093484604,10,,,,,,,,,,
3075,Nick Brown,3076,latino,Institute of Banana Harvesting,114.0,1.3819426929710148,9,,,,,,,,,,
3076,Jonathan Mader,3077,latino,Mount Yo-yo College,122.0,1.979229153620833,9,,,,,,,,,,
3077,Varoon Gee,3078,latino,Starfish University,210.0,2.708778837620361,8,,,,,,,,,,
3078,Andrea D'Agnostino,3079,aa,Cranberry Lemon University,187.0,3.933828608019852,6,,,,,,,,,,
3079,Sam D'Agnostino,3080,white,Aardvark University,148.0,2.7602238222474034,5,,,,,,,,,,
3080,Sophia Jacobs,3081,white,Starfish University,185.0,2.729409588003628,8,,,,,,,,,,
3081,Andrea Meinshausen,3082,latino,Cranberry Lemon University,210.0,3.850351954964212,10,,,,,,,,,,
3082,Andrea Eneva,3083,aa,Whale University,191.0,2.8756966469152716,1,,,,,,,,,,
3083,Andrea Leiby,3084,latino,Starfish University,223.0,3.43867480867145,9,,,,,,,,,,
3084,Nihar Vohra,3085,aa,Whale University,203.0,3.222036705905591,1,,,,,,,,,,
3085,Jonathan Ghani,3086,white,Cappybara Community College,136.0,1.5097734316656695,10,,,,,,,,,,
3086,Sam Auerbach,3087,white,Whale University,111.0,1.2855599915369345,5,,,,,,,,,,
3087,Nathan Jacobs,3088,white,Cranberry Lemon University,232.0,3.67582036211843,10,,,,,,,,,,
3088,John Adhikari,3089,white,Starfish University,163.0,3.0608789151227844,7,,,,,,,,,,
3089,Sophia Alice,3090,other,Aardvark University,83.0,2.117792825355561,9,,,,,,,,,,
3090,Nathan Vohra,3091,aa,Aardvark University,124.0,2.2749961285014466,0,,,,,,,,,,
3091,Zahra Brown,3092,other,Aardvark University,123.0,2.863886818693925,6,,,,,,,,,,
3092,Chris Gee,3093,white,Starfish University,187.0,3.5437190640268867,7,,,,,,,,,,
3093,John D'Agnostino,3094,other,Aardvark University,147.0,2.2008659594661535,7,,,,,,,,,,
3094,Vidhur Gee,3095,other,Starfish University,235.0,3.447032453169292,4,,,,,,,,,,
3095,Tom Ashktorab,3096,latino,Aardvark University,96.0,2.304566994359657,1,,,,,,,,,,
3096,Matt Alice,3097,white,Cappybara Community College,82.0,1.219869369088134,8,,,,,,,,,,
3097,Sophia Brock,3098,aa,Institute of Banana Harvesting,96.0,1.004536473005119,7,,,,,,,,,,
3098,Varoon Ashktorab,3099,latino,Cranberry Lemon University,220.0,3.6513213841450716,1,,,,,,,,,,
3099,Nick Leiby,3100,other,Cranberry Lemon University,199.0,3.549557230835076,9,,,,,,,,,,
3100,Nihar Alice,3101,other,Aardvark University,139.0,2.987481712040151,3,,,,,,,,,,
3101,Sophia Auerbach,3102,aa,Aardvark University,166.0,2.6574598291505436,1,,,,,,,,,,
3102,Nick McFowland,3103,aa,Cappybara Community College,118.0,1.4356766083003638,5,,,,,,,,,,
3103,Varoon McFowland,3104,other,Cappybara Community College,145.0,3.0568682987840248,10,,,,,,,,,,
3104,Andrea Ghani,3105,white,Cappybara Community College,115.0,2.248083245738996,8,,,,,,,,,,
3105,Sam Adhikari,3106,white,Cranberry Lemon University,240.0,3.6938986727417804,4,,,,,,,,,,
3106,Michelangelo Lin,3107,latino,Whale University,147.0,3.119610915760421,10,,,,,,,,,,
3107,Nathan Lin,3108,latino,Institute of Banana Harvesting,60,1.4306659379083713,10,,,,,,,,,,
3108,Nick Ashktorab,3109,latino,Whale University,166.0,2.7598260020068213,7,,,,,,,,,,
3109,Nick Plagge,3110,other,Aardvark University,138.0,2.333664280393583,9,,,,,,,,,,
3110,Varoon Ghani,3111,other,Aardvark University,136.0,3.006838176464833,1,,,,,,,,,,
3111,Paul D'Agnostino,3112,aa,Cranberry Lemon University,205.0,3.5708657396184997,0,,,,,,,,,,
3112,Matt Alice,3113,white,Whale University,172.0,2.820622639833645,9,,,,,,,,,,
3113,Sam Gee,3114,white,Whale University,196.0,3.482786554487665,1,,,,,,,,,,
3114,Sophia Vohra,3115,latino,Starfish University,169.0,2.786820113690709,10,,,,,,,,,,
3115,Kayla Su,3116,white,Whale University,139.0,2.9949054847188243,1,,,,,,,,,,
3116,Rayid Adhikari,3117,latino,Whale University,174.0,2.9322829687639844,2,,,,,,,,,,
3117,Zahra Leiby,3118,aa,Cranberry Lemon University,193.0,2.5643465948495514,10,,,,,,,,,,
3118,Sam Alice,3119,latino,Aardvark University,145.0,2.4362522782983915,5,,,,,,,,,,
3119,Zahra Su,3120,latino,Whale University,199.0,3.4952471128346394,2,,,,,,,,,,
3120,Tom Shah,3121,aa,Cranberry Lemon University,239.0,3.3604636942241015,0,,,,,,,,,,
3121,Andrea Jacobs,3122,other,Whale University,240,3.9667671797606183,0,,,,,,,,,,
3122,Chris Su,3123,other,Cranberry Lemon University,204.0,3.9270846475947665,2,,,,,,,,,,
3123,Michelangelo Ashktorab,3124,latino,Aardvark University,125.0,2.461623513461288,5,,,,,,,,,,
3124,Edward Meinshausen,3125,latino,Aardvark University,93.0,2.166633704384057,0,,,,,,,,,,
3125,Sam Velez,3126,latino,Aardvark University,115.0,1.3426310201425709,2,,,,,,,,,,
3126,Elena Rowe,3127,latino,Cappybara Community College,150.0,2.142099026357695,5,,,,,,,,,,
3127,Nihar Adhikari,3128,white,Mount Yo-yo College,100.0,1.5525480508941438,1,,,,,,,,,,
3128,Zahra Vohra,3129,white,Starfish University,240,3.8465708362583517,0,,,,,,,,,,
3129,Nick Su,3130,latino,Whale University,182.0,3.561808794032162,8,,,,,,,,,,
3130,Paul Meinshausen,3131,aa,Starfish University,222.0,3.4962483427859548,4,,,,,,,,,,
3131,Rayid Plagge,3132,aa,Cranberry Lemon University,194.0,3.7392420679013947,7,,,,,,,,,,
3132,Nathan Lin,3133,latino,Aardvark University,142.0,3.007664508561509,7,,,,,,,,,,
3133,Nihar Su,3134,aa,Whale University,141.0,2.845392711117853,4,,,,,,,,,,
3134,John McFowland,3135,aa,Starfish University,233.0,3.3611364013849347,8,,,,,,,,,,
3135,Andrea D'Agnostino,3136,latino,Whale University,240,3.4089475991112987,1,,,,,,,,,,
3136,Paul Shah,3137,other,Whale University,219.0,3.46622759033102,4,,,,,,,,,,
3137,Kayla Mader,3138,other,Cappybara Community College,60,1.1560470652401165,10,,,,,,,,,,
3138,Michelangelo Ghani,3139,aa,Institute of Banana Harvesting,60,1.005584377522604,3,,,,,,,,,,
3139,Rayid Jacobs,3140,latino,Cappybara Community College,98.0,1.4604428999141184,1,,,,,,,,,,
3140,Nathan Eneva,3141,latino,Whale University,77.0,1.6146184617212,9,,,,,,,,,,
3141,Jonathan Su,3142,aa,Mount Yo-yo College,60,1.3656853729130787,4,,,,,,,,,,
3142,Nihar Jacobs,3143,white,Aardvark University,179.0,2.62069484485014,3,,,,,,,,,,
3143,Zahra Bashyakarla,3144,white,Starfish University,209.0,2.6715793440311186,9,,,,,,,,,,
3144,Nihar Su,3145,white,Starfish University,208.0,3.645407905496669,9,,,,,,,,,,
3145,Sophia Vohra,3146,other,Starfish University,212.0,3.6921745237514676,2,,,,,,,,,,
3146,Matt Ashktorab,3147,aa,Whale University,179.0,3.128112715761736,1,,,,,,,,,,
3147,Matt Lin,3148,other,Aardvark University,142.0,2.6433969004829683,9,,,,,,,,,,
3148,Michelangelo Lin,3149,white,Whale University,166.0,2.024000145419753,6,,,,,,,,,,
3149,Rayid Vohra,3150,aa,Aardvark University,68.0,1.632913622535322,6,,,,,,,,,,
3150,Andrea Mader,3151,white,Starfish University,208.0,3.2209846126599997,3,,,,,,,,,,
3151,Elena Rowe,3152,other,Mount Yo-yo College,130.0,2.4990740961620643,0,,,,,,,,,,
3152,Vidhur Plagge,3153,latino,Mount Yo-yo College,67.0,1.3532026974632865,0,,,,,,,,,,
3153,Tom Gee,3154,latino,Cranberry Lemon University,214.0,3.9747302904001,5,,,,,,,,,,
3154,Rayid Vohra,3155,other,Starfish University,192.0,2.6387670867312116,9,,,,,,,,,,
3155,Sam Su,3156,other,Whale University,149.0,3.025814666836545,6,,,,,,,,,,
3156,John Bashyakarla,3157,white,Aardvark University,108.0,2.454727418699061,5,,,,,,,,,,
3157,Tom Gee,3158,aa,Aardvark University,191.0,3.727140519207742,10,,,,,,,,,,
3158,Nick Brock,3159,aa,Institute of Banana Harvesting,99.0,1.6668790352514358,0,,,,,,,,,,
3159,Juan-Pablo Brock,3160,white,Cappybara Community College,110.0,1.1881997828820363,5,,,,,,,,,,
3160,Elena Vohra,3161,white,Mount Yo-yo College,60,1.5199083811893999,9,,,,,,,,,,
3161,Vidhur Ashktorab,3162,other,Cranberry Lemon University,205.0,3.862711102474825,4,,,,,,,,,,
3162,Elena Alice,3163,latino,Institute of Banana Harvesting,81.0,2.0269471078602557,3,,,,,,,,,,
3163,Allen Leiby,3164,other,Institute of Banana Harvesting,63.0,1.2154709770779664,10,,,,,,,,,,
3164,Nick Lin,3165,other,Institute of Banana Harvesting,60,1.3177599749423772,4,,,,,,,,,,
3165,Jonathan Jacobs,3166,white,Whale University,173.0,2.78521011944094,10,,,,,,,,,,
3166,Sophia Lin,3167,white,Cappybara Community College,96.0,1.3768913973627233,1,,,,,,,,,,
3167,Nathan Jacobs,3168,other,Institute of Banana Harvesting,122.0,1.3455063634899265,2,,,,,,,,,,
3168,Vidhur Mader,3169,white,Cranberry Lemon University,237.0,3.857357829678539,4,,,,,,,,,,
3169,Matt Meinshausen,3170,aa,Aardvark University,104.0,1.7490332687581889,10,,,,,,,,,,
3170,Nihar McFowland,3171,white,Aardvark University,128.0,2.853180109044888,4,,,,,,,,,,
3171,Sam Plagge,3172,white,Mount Yo-yo College,60,1.1314271612559477,8,,,,,,,,,,
3172,Chris D'Agnostino,3173,white,Whale University,196.0,3.1112113373667265,8,,,,,,,,,,
3173,Sam Jacobs,3174,white,Starfish University,213.0,3.7346680408060364,6,,,,,,,,,,
3174,Elena Mader,3175,white,Cranberry Lemon University,188.0,2.3906292580502684,7,,,,,,,,,,
3175,Michelangelo Meinshausen,3176,white,Institute of Banana Harvesting,171.0,2.3488086795189984,1,,,,,,,,,,
3176,Juan-Pablo Ghani,3177,latino,Cranberry Lemon University,240,3.744712520712821,1,,,,,,,,,,
3177,Michelangelo Adhikari,3178,white,Whale University,240.0,3.6281802001154912,2,,,,,,,,,,
3178,Edward Meinshausen,3179,latino,Cappybara Community College,120.0,1.9750412568163656,8,,,,,,,,,,
3179,Varoon Velez,3180,other,Starfish University,198.0,2.920850878805867,6,,,,,,,,,,
3180,Nathan Meinshausen,3181,other,Whale University,192.0,3.825800994780158,10,,,,,,,,,,
3181,Juan-Pablo Rowe,3182,white,Starfish University,231.0,3.7648685311170875,4,,,,,,,,,,
3182,Edward Velez,3183,aa,Starfish University,240,3.712853239511608,7,,,,,,,,,,
3183,Chris Rowe,3184,latino,Cappybara Community College,125.0,2.254279431608915,2,,,,,,,,,,
3184,Elena Shah,3185,white,Starfish University,212.0,3.6323287219749494,3,,,,,,,,,,
3185,Kayla Lin,3186,aa,Mount Yo-yo College,64.0,1.0691496389071742,4,,,,,,,,,,
3186,Zahra McFowland,3187,other,Whale University,104.0,1.0924884204503122,5,,,,,,,,,,
3187,Elena Velez,3188,latino,Aardvark University,193.0,2.6926110881359264,0,,,,,,,,,,
3188,Nathan Rowe,3189,white,Institute of Banana Harvesting,228.0,3.6053675330907646,6,,,,,,,,,,
3189,Juan-Pablo Shah,3190,latino,Cranberry Lemon University,237.0,3.236217983598971,2,,,,,,,,,,
3190,Andrea Eneva,3191,other,Aardvark University,142.0,2.0975037905402405,4,,,,,,,,,,
3191,Nihar Bashyakarla,3192,white,Cranberry Lemon University,238.0,3.7921916349607168,6,,,,,,,,,,
3192,Rayid Rowe,3193,latino,Cappybara Community College,118.0,1.2350094445631437,0,,,,,,,,,,
3193,Juan-Pablo Alice,3194,other,Cranberry Lemon University,232.0,3.8643584553101116,5,,,,,,,,,,
3194,Nick Jacobs,3195,other,Starfish University,102.0,2.0396917170524365,5,,,,,,,,,,
3195,Nick Leiby,3196,latino,Aardvark University,157.0,2.124733332965027,1,,,,,,,,,,
3196,Tom Bashyakarla,3197,white,Starfish University,194.0,3.6063591481437824,8,,,,,,,,,,
3197,Juan-Pablo Eneva,3198,aa,Starfish University,240,3.2958635164240118,3,,,,,,,,,,
3198,Chris Gee,3199,white,Mount Yo-yo College,124.0,1.2810898667600206,7,,,,,,,,,,
3199,Kayla Mader,3200,white,Cranberry Lemon University,240,3.718095023406176,6,,,,,,,,,,
3200,Michelangelo Gee,3201,white,Cappybara Community College,84.0,2.0405296120361043,3,,,,,,,,,,
3201,Chris Lin,3202,white,Aardvark University,124.0,1.4261387702209893,9,,,,,,,,,,
3202,Rayid Eneva,3203,latino,Mount Yo-yo College,124.0,2.150176273278273,3,,,,,,,,,,
3203,Jonathan Leiby,3204,latino,Aardvark University,138.0,3.068178361231416,9,,,,,,,,,,
3204,Rayid Eneva,3205,white,Cappybara Community College,97.0,2.2187032629799295,9,,,,,,,,,,
3205,Rayid Meinshausen,3206,aa,Starfish University,171.0,2.5570272129969833,10,,,,,,,,,,
3206,Nathan Shah,3207,aa,Institute of Banana Harvesting,240,3.7738287090815117,7,,,,,,,,,,
3207,Varoon Leiby,3208,white,Aardvark University,148.0,2.56853906651477,4,,,,,,,,,,
3208,Vidhur Su,3209,aa,Cappybara Community College,156.0,2.8550474907440115,8,,,,,,,,,,
3209,Edward Jacobs,3210,aa,Mount Yo-yo College,100.0,1.5702285205744668,7,,,,,,,,,,
3210,Nihar Alice,3211,aa,Institute of Banana Harvesting,79.0,1.0637753300963484,3,,,,,,,,,,
3211,Sophia Brock,3212,white,Cranberry Lemon University,207.0,3.8113178219995554,2,,,,,,,,,,
3212,Nihar Adhikari,3213,white,Mount Yo-yo College,103.0,2.0365026823072823,2,,,,,,,,,,
3213,Paul Shah,3214,white,Starfish University,189.0,3.371683551463194,7,,,,,,,,,,
3214,Kayla Ghani,3215,latino,Whale University,196.0,2.583371869838596,2,,,,,,,,,,
3215,Michelangelo Brown,3216,other,Mount Yo-yo College,74.0,1.4746145963059418,9,,,,,,,,,,
3216,Kayla Eneva,3217,other,Mount Yo-yo College,85.0,1.5745641893558724,1,,,,,,,,,,
3217,Rayid Meinshausen,3218,aa,Whale University,165.0,3.1253081696622034,2,,,,,,,,,,
3218,Elena Leiby,3219,white,Cranberry Lemon University,202.0,3.5597011137902967,9,,,,,,,,,,
3219,Nathan Meinshausen,3220,other,Cappybara Community College,102.0,2.5404981179002926,0,,,,,,,,,,
3220,Nihar Brown,3221,latino,Starfish University,175.0,2.146622804910342,0,,,,,,,,,,
3221,Andrea Gee,3222,latino,Whale University,173.0,2.282029804690045,1,,,,,,,,,,
3222,Rayid Lin,3223,white,Starfish University,201.0,3.214602617159367,9,,,,,,,,,,
3223,Nick D'Agnostino,3224,latino,Starfish University,223.0,3.191445364877976,9,,,,,,,,,,
3224,Nathan Eneva,3225,latino,Whale University,121.0,2.047846760945719,8,,,,,,,,,,
3225,Varoon Leiby,3226,other,Whale University,171.0,3.4298143107670844,7,,,,,,,,,,
3226,Michelangelo Mader,3227,latino,Aardvark University,60,1.3231923719454803,7,,,,,,,,,,
3227,Jonathan Meinshausen,3228,aa,Mount Yo-yo College,77.0,1.7870975777450204,2,,,,,,,,,,
3228,Paul Brock,3229,aa,Aardvark University,175.0,3.7165110293078873,0,,,,,,,,,,
3229,Jonathan Alice,3230,aa,Aardvark University,104.0,1.3126726486826605,8,,,,,,,,,,
3230,John Alice,3231,other,Cranberry Lemon University,199.0,3.8478133766572733,1,,,,,,,,,,
3231,Paul Meinshausen,3232,other,Mount Yo-yo College,103.0,2.1154585709223754,8,,,,,,,,,,
3232,John Bashyakarla,3233,other,Institute of Banana Harvesting,60,1.4019457080897348,2,,,,,,,,,,
3233,Jonathan Adhikari,3234,aa,Cranberry Lemon University,236.0,3.9533595427519854,4,,,,,,,,,,
3234,Elena Brown,3235,aa,Cappybara Community College,117.0,2.474360388951415,2,,,,,,,,,,
3235,Edward Alice,3236,latino,Cappybara Community College,71.0,1.4968429985632534,2,,,,,,,,,,
3236,Nathan Mader,3237,latino,Starfish University,183.0,3.352495810166415,9,,,,,,,,,,
3237,John Meinshausen,3238,white,Mount Yo-yo College,93.0,1.008416350038801,5,,,,,,,,,,
3238,Nihar Rowe,3239,other,Aardvark University,135.0,2.275990427009015,3,,,,,,,,,,
3239,Zahra Brock,3240,latino,Cappybara Community College,63.0,1.496386087434132,3,,,,,,,,,,
3240,Vidhur Jacobs,3241,aa,Institute of Banana Harvesting,60,1.006181101727782,1,,,,,,,,,,
3241,Nick Adhikari,3242,other,Cappybara Community College,86.0,1.5898316334274818,7,,,,,,,,,,
3242,Juan-Pablo Rowe,3243,other,Cappybara Community College,111.0,2.089100764215227,8,,,,,,,,,,
3243,Elena Rowe,3244,other,Aardvark University,140.0,2.3190689456148794,6,,,,,,,,,,
3244,Paul Rowe,3245,aa,Mount Yo-yo College,65.0,1.645216332149778,10,,,,,,,,,,
3245,Paul Meinshausen,3246,aa,Cranberry Lemon University,240,3.9164070256138936,0,,,,,,,,,,
3246,Edward Meinshausen,3247,white,Cappybara Community College,60,1.426137609660982,2,,,,,,,,,,
3247,Jonathan Brown,3248,other,Mount Yo-yo College,105.0,1.4011570005715903,10,,,,,,,,,,
3248,Tom Ghani,3249,latino,Cappybara Community College,104.0,1.5904265886620337,2,,,,,,,,,,
3249,Nihar Vohra,3250,latino,Mount Yo-yo College,69.0,1.0788623084614901,5,,,,,,,,,,
3250,Tom D'Agnostino,3251,other,Whale University,133.0,2.811721314443601,3,,,,,,,,,,
3251,Elena Ashktorab,3252,white,Cappybara Community College,114.0,2.211980066322461,4,,,,,,,,,,
3252,Vidhur Ghani,3253,latino,Whale University,165.0,2.963317089582337,1,,,,,,,,,,
3253,Varoon Lin,3254,white,Mount Yo-yo College,60,1.1217324405325977,8,,,,,,,,,,
3254,Chris McFowland,3255,latino,Starfish University,205.0,3.167556310880219,6,,,,,,,,,,
3255,Rayid Rowe,3256,white,Institute of Banana Harvesting,236.0,3.6399910573817675,10,,,,,,,,,,
3256,Allen Ashktorab,3257,white,Starfish University,200.0,3.4222123701956257,4,,,,,,,,,,
3257,Vidhur Ashktorab,3258,latino,Cappybara Community College,130.0,1.4079646385192337,7,,,,,,,,,,
3258,Michelangelo Vohra,3259,other,Cranberry Lemon University,220.0,3.5457326457521177,9,,,,,,,,,,
3259,Jonathan Alice,3260,aa,Starfish University,240,3.6093194114093925,8,,,,,,,,,,
3260,Varoon D'Agnostino,3261,white,Starfish University,165.0,2.380419324428755,9,,,,,,,,,,
3261,Juan-Pablo D'Agnostino,3262,other,Starfish University,160.0,3.243658674047965,10,,,,,,,,,,
3262,Edward Vohra,3263,white,Starfish University,206.0,3.0034428088854606,5,,,,,,,,,,
